onset	duration	trial_type	fixdur	fixrank
27.914	0	targetsT3	266	1
28.522	0	targetsT3	346	3
29.226	0	targetsT3	304	5
31.636	0	targetsT3	256	11
60.444	0	targetsD1	198	7
60.674	0	targetsT1	354	8
74.596	0	targetsT2	174	1
75.098	0	targetsT2	204	3
80.144	0	targetsT2	488	17
80.924	0	targetsD2	272	19
134.094	0	targetsD1	290	3
134.414	0	targetsD1	336	4
135.148	0	targetsD1	288	6
135.482	0	targetsT1	262	7
135.784	0	targetsD1	432	8
138.838	0	targetsD1	244	17
153.498	0	targetsT2	430	16
176.344	0	targetsT2	422	19
239.18	0	targetsD3	230	5
241.226	0	targetsD3	288	11
241.89	0	targetsT3	522	13
243.554	0	targetsT3	434	17
244.006	0	targetsT3	312	18
258.68	0	targetsT1	344	7
280.85	0	targetsT1	318	17
296.176	0	targetsD3	428	1
296.912	0	targetsD3	274	3
297.616	0	targetsT3	424	5
299.474	0	targetsD3	410	10
299.908	0	targetsT3	218	11
300.164	0	targetsD3	366	12
300.554	0	targetsD3	422	13
302.366	0	targetsD3	432	17
318.232	0	targetsT2	274	9
322.062	0	targetsD2	410	19
339.512	0	targetsT2	514	18
340.424	0	targetsD2	576	20
359.456	0	targetsT3	428	19
373.628	0	targetsD3	336	5
375.18	0	targetsT3	484	10
375.682	0	targetsD3	306	11
376.022	0	targetsT3	428	12
378.168	0	targetsD3	332	18
378.52	0	targetsD3	276	19
389.238	0	targetsT1	240	3
390.666	0	targetsD1	314	7
404.512	0	targetsD2	222	1
405.16	0	targetsD2	430	3
407.978	0	targetsD2	222	9
410.578	0	targetsD2	246	16
410.846	0	targetsD2	376	17
411.244	0	targetsD2	290	18
411.572	0	targetsT2	572	19
412.198	0	targetsT2	746	20
425.818	0	targetsT1	232	4
426.412	0	targetsT1	560	6
