onset	duration	trial_type	fixdur	fixrank
12.754	0	targetsD1	222	4
14.098	0	targetsT1	286	9
44.802	0	targetsD3	56	1
45.204	0	targetsD3	150	3
45.76	0	targetsD3	196	5
45.978	0	targetsD3	226	6
46.25	0	targetsD3	236	7
47.336	0	targetsT3	168	11
47.774	0	targetsT3	278	13
48.356	0	targetsD3	122	15
48.828	0	targetsD3	280	17
49.408	0	targetsD3	228	19
65.76	0	targetsT1	204	10
86.17	0	targetsT1	286	17
100.158	0	targetsT2	482	3
104.59	0	targetsT2	190	19
115.558	0	targetsD2	358	1
115.956	0	targetsD2	214	2
116.198	0	targetsD2	224	3
116.448	0	targetsT2	302	4
116.774	0	targetsD2	220	5
117.016	0	targetsT2	240	6
117.766	0	targetsD2	232	8
118.796	0	targetsD2	202	12
119.02	0	targetsD2	192	13
119.236	0	targetsD2	150	14
120.304	0	targetsD2	194	19
144.582	0	targetsT2	150	3
144.76	0	targetsD2	160	4
144.946	0	targetsT2	230	5
145.2	0	targetsD2	256	6
176.966	0	targetsT2	654	1
177.86	0	targetsD2	214	3
181.136	0	targetsT2	182	13
194.256	0	targetsD3	40	1
195.754	0	targetsT3	520	6
197.494	0	targetsD3	218	11
198.022	0	targetsD3	236	13
208.246	0	targetsT3	562	1
209.822	0	targetsT3	302	5
210.316	0	targetsT3	188	7
211.47	0	targetsT3	398	11
239.208	0	targetsD1	192	2
239.692	0	targetsT1	454	4
240.17	0	targetsD1	178	5
241.664	0	targetsD1	176	9
241.874	0	targetsD1	216	10
242.806	0	targetsD1	346	14
243.74	0	targetsD1	280	17
257.278	0	targetsT1	166	14
271.04	0	targetsT2	172	2
272.538	0	targetsT2	420	8
274.176	0	targetsT2	122	12
274.586	0	targetsT2	356	14
307.86	0	targetsT3	144	1
308.364	0	targetsT3	266	3
309.172	0	targetsT3	432	6
310.92	0	targetsD3	426	11
311.986	0	targetsT3	376	15
312.7	0	targetsT3	182	17
324.366	0	targetsT1	318	2
325.204	0	targetsT1	418	5
340.16	0	targetsD3	266	1
340.7	0	targetsD3	170	3
341.134	0	targetsD3	236	5
341.396	0	targetsD3	156	6
342.608	0	targetsT3	430	11
343.854	0	targetsD3	292	15
344.404	0	targetsD3	224	17
353.44	0	targetsT3	284	1
354.142	0	targetsT3	220	3
354.874	0	targetsT3	440	5
357.558	0	targetsD3	498	11
359.086	0	targetsT3	182	15
359.646	0	targetsT3	136	17
360.15	0	targetsT3	418	19
